created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,matching_rules,possibly_sensitive,extended_tweet,display_text_range,account,period
Sat Feb 15 15:17:59 +0000 2020,1228699985413361664,1228699985413361664,"RT @APHealthScience: After a big change in how coronavirus infections were counted this week, there are now more than 66,000 cases, almost…","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,"{'created_at': 'Sat Feb 15 15:17:11 +0000 2020', 'id': 1228699783734448129, 'id_str': '1228699783734448129', 'text': 'After a big change in how coronavirus infections were counted this week, there are now more than 66,000 cases, almo… https://t.co/cOvy4BKyJb', 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 831567731820527618, 'id_str': '831567731820527618', 'name': 'AP Health & Science', 'screen_name': 'APHealthScience', 'location': 'Global ', 'url': 'https://www.facebook.com/APHealthScience/', 'description': 'Your dose of health, science and environment news by @AP journalists. Public health, medicine, biology, health insurance, climate, space.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15445, 'friends_count': 210, 'listed_count': 497, 'favourites_count': 0, 'statuses_count': 4937, 'created_at': 'Tue Feb 14 18:16:11 +0000 2017', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/831576258819534850/UifuiJV5_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/831576258819534850/UifuiJV5_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/831567731820527618/1487098711', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': ""After a big change in how coronavirus infections were counted this week, there are now more than 66,000 cases, almost all in China. What does that mean? AP Medical Writer Lauran Neergaard sums up what we know, and what we don't. https://t.co/K4NMaapKpr"", 'display_text_range': [0, 252], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/K4NMaapKpr', 'expanded_url': 'http://apne.ws/o0QlqIR', 'display_url': 'apne.ws/o0QlqIR', 'indices': [229, 252]}], 'user_mentions': [], 'symbols': []}}, 'quote_count': 4, 'reply_count': 7, 'retweet_count': 44, 'favorite_count': 43, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/cOvy4BKyJb', 'expanded_url': 'https://twitter.com/i/web/status/1228699783734448129', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'APHealthScience', 'name': 'AP Health & Science', 'id': 831567731820527618, 'id_str': '831567731820527618', 'indices': [3, 19]}], 'symbols': []}",False,False,low,en,[{'tag': None}],,,,AP,JanFeb2020
Sat Feb 15 10:57:36 +0000 2020,1228634456656838656,1228634456656838656,BREAKING: French health minister announces first death of a coronavirus patient in Europe. https://t.co/UKFp9uSz9H,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,30,18,270,250,"{'hashtags': [], 'urls': [{'url': 'https://t.co/UKFp9uSz9H', 'expanded_url': 'http://apne.ws/FWwAoAK', 'display_url': 'apne.ws/FWwAoAK', 'indices': [91, 114]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],False,,,AP,JanFeb2020
Thu Feb 13 15:59:46 +0000 2020,1227985726861692928,1227985726861692928,RT @APHealthScience: A person who was flown from China to a Texas military base has the new coronavirus. It’s the 15th confirmed case in th…,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,"{'created_at': 'Thu Feb 13 15:47:51 +0000 2020', 'id': 1227982724616552448, 'id_str': '1227982724616552448', 'text': 'A person who was flown from China to a Texas military base has the new coronavirus. It’s the 15th confirmed case in… https://t.co/phCnBzeX6I', 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 831567731820527618, 'id_str': '831567731820527618', 'name': 'AP Health & Science', 'screen_name': 'APHealthScience', 'location': 'Global ', 'url': 'https://www.facebook.com/APHealthScience/', 'description': 'Your dose of health, science and environment news by @AP journalists. Public health, medicine, biology, health insurance, climate, space.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15445, 'friends_count': 210, 'listed_count': 497, 'favourites_count': 0, 'statuses_count': 4937, 'created_at': 'Tue Feb 14 18:16:11 +0000 2017', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/831576258819534850/UifuiJV5_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/831576258819534850/UifuiJV5_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/831567731820527618/1487098711', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': 'A person who was flown from China to a Texas military base has the new coronavirus. It’s the 15th confirmed case in the U.S. https://t.co/sDAxZRwuqd', 'display_text_range': [0, 148], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/sDAxZRwuqd', 'expanded_url': 'http://apne.ws/tdWI2xO', 'display_url': 'apne.ws/tdWI2xO', 'indices': [125, 148]}], 'user_mentions': [], 'symbols': []}}, 'quote_count': 4, 'reply_count': 4, 'retweet_count': 44, 'favorite_count': 33, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/phCnBzeX6I', 'expanded_url': 'https://twitter.com/i/web/status/1227982724616552448', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'APHealthScience', 'name': 'AP Health & Science', 'id': 831567731820527618, 'id_str': '831567731820527618', 'indices': [3, 19]}], 'symbols': []}",False,False,low,en,[{'tag': None}],,,,AP,JanFeb2020
Tue Feb 11 13:54:11 +0000 2020,1227229344197726211,1227229344197726211,RT @AP_Europe: An English businessman who may have spread the new virus that originated in China during his travels has fully recovered and…,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,"{'created_at': 'Tue Feb 11 13:48:04 +0000 2020', 'id': 1227227808419713024, 'id_str': '1227227808419713024', 'text': 'An English businessman who may have spread the new virus that originated in China during his travels has fully reco… https://t.co/8UCrf5b8SL', 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 834498430986809344, 'id_str': '834498430986809344', 'name': 'AP Europe', 'screen_name': 'AP_Europe', 'location': 'Europe', 'url': 'https://apnews.com/hub/europe', 'description': ""News from @AP's team of journalists in Europe. Header photo by @EmilioMorenatti of volcanic ash covering a house on La Palma in Spain's Canary Islands."", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 25785, 'friends_count': 153, 'listed_count': 622, 'favourites_count': 2, 'statuses_count': 9401, 'created_at': 'Wed Feb 22 20:21:44 +0000 2017', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/835057085951913986/mzyr24VC_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/835057085951913986/mzyr24VC_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/834498430986809344/1636026664', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': 'An English businessman who may have spread the new virus that originated in China during his travels has fully recovered and has said ""my thoughts are with others who have contracted coronavirus."" https://t.co/iEE9gONa9o', 'display_text_range': [0, 220], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/iEE9gONa9o', 'expanded_url': 'http://apne.ws/wCrEWaf', 'display_url': 'apne.ws/wCrEWaf', 'indices': [197, 220]}], 'user_mentions': [], 'symbols': []}}, 'quote_count': 4, 'reply_count': 9, 'retweet_count': 28, 'favorite_count': 51, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/8UCrf5b8SL', 'expanded_url': 'https://twitter.com/i/web/status/1227227808419713024', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'AP_Europe', 'name': 'AP Europe', 'id': 834498430986809344, 'id_str': '834498430986809344', 'indices': [3, 13]}], 'symbols': []}",False,False,low,en,[{'tag': None}],,,,AP,JanFeb2020
Mon Feb 10 12:37:58 +0000 2020,1226847775331147776,1226847775331147776,"RT @AP_Europe: UK declares the new coronavirus from China ""a serious threat to public health."" Will forcibly detain people if needed to hel…","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,"{'created_at': 'Mon Feb 10 09:46:54 +0000 2020', 'id': 1226804728996204544, 'id_str': '1226804728996204544', 'text': 'UK declares the new coronavirus from China ""a serious threat to public health."" Will forcibly detain people if need… https://t.co/Ym308jjMZH', 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 834498430986809344, 'id_str': '834498430986809344', 'name': 'AP Europe', 'screen_name': 'AP_Europe', 'location': 'Europe', 'url': 'https://apnews.com/hub/europe', 'description': ""News from @AP's team of journalists in Europe. Header photo by @EmilioMorenatti of volcanic ash covering a house on La Palma in Spain's Canary Islands."", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 25785, 'friends_count': 153, 'listed_count': 622, 'favourites_count': 2, 'statuses_count': 9401, 'created_at': 'Wed Feb 22 20:21:44 +0000 2017', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/835057085951913986/mzyr24VC_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/835057085951913986/mzyr24VC_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/834498430986809344/1636026664', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': 'UK declares the new coronavirus from China ""a serious threat to public health."" Will forcibly detain people if needed to help stop the spread of the virus. https://t.co/R6Zm8DmLw5', 'display_text_range': [0, 179], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/R6Zm8DmLw5', 'expanded_url': 'http://apne.ws/RIVPoXc', 'display_url': 'apne.ws/RIVPoXc', 'indices': [156, 179]}], 'user_mentions': [], 'symbols': []}}, 'quote_count': 8, 'reply_count': 5, 'retweet_count': 49, 'favorite_count': 65, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/Ym308jjMZH', 'expanded_url': 'https://twitter.com/i/web/status/1226804728996204544', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'AP_Europe', 'name': 'AP Europe', 'id': 834498430986809344, 'id_str': '834498430986809344', 'indices': [3, 13]}], 'symbols': []}",False,False,low,en,[{'tag': None}],,,,AP,JanFeb2020
Thu Feb 06 20:47:07 +0000 2020,1225521323084013570,1225521323084013570,"BREAKING: A Chinese doctor who sounded an early warning about the new coronavirus outbreak has died of the illness,… https://t.co/2pm9jbiy8f","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,87,101,574,729,"{'hashtags': [], 'urls': [{'url': 'https://t.co/2pm9jbiy8f', 'expanded_url': 'https://twitter.com/i/web/status/1225521323084013570', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],False,"{'full_text': 'BREAKING: A Chinese doctor who sounded an early warning about the new coronavirus outbreak has died of the illness, hospital says. https://t.co/MXiOTDdlh5', 'display_text_range': [0, 154], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/MXiOTDdlh5', 'expanded_url': 'http://apne.ws/LPGC9vk', 'display_url': 'apne.ws/LPGC9vk', 'indices': [131, 154]}], 'user_mentions': [], 'symbols': []}}",,AP,JanFeb2020
